RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
6181,New York,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446800,454400,463800,465400,469400,470600,462500,462100,463700,471700,463800,447900,436100,435100,440800,448e3,455300,467300,469600,475900,475300,485800,489400,494200,487900,485700,474400,476e3,477200,480400,476400,473500,480500,487900,492200,478200,478200,476300,493100,490900,486300,485400,490900,501200,504600,502500,490400,484500,486800,500800,516300,520500,523800,519100,522700,523500,526600,533e3,536400,540900,545700,538200,568200,576700,586900,557500,550200,546e3,540400,532800,534200,541e3,541e3,540200,535500,541500,541500,546600,542400,555700,556500,559800,545500,542600,547500,562800,574800,583400,584500,582900,568300
12447,Los Angeles,California,2,511200,480100,461500,451e3,434200,419600,404500,398600,387800,374900,364700,348800,341700,322800,321800,323900,330100,335700,342500,35e4,351800,356200,369500,369300,364400,347e3,350200,347200,350300,346300,351500,352600,359500,365600,369600,363400,35e4,341900,344900,345100,343400,339700,338400,335300,333900,334600,341800,337100,335800,331800,337100,342200,350200,359100,372800,379100,387900,403e3,417300,421200,419e3,426400,445900,459600,468600,470400,474e3,478900,483800,485700,492400,494600,507100,504500,513600,506800,511300,511600,510900,512900,511300,515100,545200,554300,559800,535800,533100,535900,539900,547700,554900,556e3,563600,570400,600600,601300,600100,584800,584800,587600,581400,589300,595e3,605e3,611300,616e3,647900,650400,657700,633100,638800,640500,651800,647600,651200,652900,670900,678900,7e5,707600,716800,703500,696600,699900
17426,Chicago,Illinois,3,326500,315200,290300,278800,272100,268e3,265100,268100,259600,256600,243600,244100,243700,239200,229e3,218400,219600,224600,224300,227800,232800,234200,234600,222800,217300,214500,220500,225200,216500,207600,191600,195100,198800,206800,202400,198900,188700,181300,173700,184200,191800,200500,196200,196500,185800,187900,180900,182600,174200,173300,171200,179200,185100,196600,202800,203400,200300,192800,199500,199200,200400,196900,209200,225500,237500,242800,242200,250900,249300,250500,245e3,255e3,252e3,252400,249400,257100,251300,251400,254e3,265e3,268200,269e3,271200,269e3,267e3,267500,270400,271600,268500,267800,266700,267200,259300,262e3,265300,274900,275600,274900,273200,271900,273e3,274600,268800,270200,273900,284200,298300,302300,309700,297800,288e3,276100,268900,268200,265e3,27e4,272200,277200,281100,289700,304900,303700,296700,279300
13271,Philadelphia,Pennsylvania,4,109100,109e3,110500,11e4,107800,111e3,114e3,116200,114500,110300,107800,101300,99400,106500,11e4,114e3,108300,115100,121200,125500,130600,127500,124800,113800,114200,116600,120400,119500,114400,105700,104400,101300,11e4,104100,107700,104600,107200,11e4,109200,111500,104200,105500,104900,106700,103900,104e3,104700,101600,99800,101700,107400,106700,106200,108700,109400,107400,107800,111200,114700,110900,105700,105300,106900,111700,113300,114600,115200,116200,117e3,118100,119400,120200,123900,122200,121500,118e3,115500,117400,117100,120700,118800,118600,118100,111700,112800,114e3,120100,122700,121900,121200,122900,125900,125100,117900,122500,123e3,124e3,115500,116800,118300,120700,121200,126e3,125300,128800,128e3,131e3,133100,134300,138400,139600,143500,141300,143e3,143600,145300,148e3,148100,154300,150600,150400,146e3,149400,148900
40326,Phoenix,Arizona,5,222800,215e3,207200,196700,185800,175300,166300,153300,138800,122100,107300,93e3,81900,75300,74200,81500,87900,94500,95e3,96700,103500,105100,105500,102800,102900,104400,103700,104700,101400,97400,94700,93600,89800,84900,84300,83700,83700,81e3,80400,81800,83300,86300,89200,91100,96200,100100,101600,101500,103300,108800,116200,121200,125600,129600,129600,133800,137600,143600,146800,146200,147500,149600,154600,159400,163100,165100,165800,166e3,165500,166e3,166300,167500,168600,168700,165600,162400,164500,168600,174e3,173900,174e3,175600,177900,181900,182e3,184300,186900,189600,189e3,188300,188600,192700,196400,199200,199300,199e3,203100,206e3,207300,204800,204200,205900,209500,210700,212800,213100,216900,218700,221200,219500,216500,213e3,215500,218900,221600,223600,226700,230700,236700,240100,240200,238100,234500,235600
18959,Las Vegas,Nevada,6,243600,238400,235e3,231e3,220800,209100,193700,184200,174300,165700,157300,148800,141200,130500,123600,120900,120300,118300,115900,117200,118800,121400,122800,123300,122400,123700,125500,128600,125600,124200,119700,118400,116200,114800,114400,113500,110400,108500,107800,109400,108e3,104800,102300,102600,104300,105500,105900,105800,107e3,109400,112700,117200,118900,121500,122800,126400,130700,133400,137e3,139300,142600,145100,148100,155600,159700,163100,161100,162900,163400,166400,167200,168800,170400,172e3,172400,164200,163400,167300,177300,180100,179e3,179100,179800,183200,183500,185500,185500,187e3,189600,188900,189900,188500,191700,193500,198e3,200600,200800,2e5,198600,201100,200400,200900,200300,203400,207600,208400,210200,208600,213e3,214e3,219200,226800,230600,230900,229800,232100,235300,237800,242300,246600,253100,255700,259500,
6915,San Antonio,Texas,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164800,163300,162200,163900,164200,165700,166100,169200,171100,173300,172200,172200,172200,173100,174300,173900,178400,177200,179e3,175700,175800,178e3,179500,18e4,177400,176500,177500,178500,180300,181e3,181200,178700,179500,178600,178900,178300,180100,181200,182800,186e3,192400,197400,201100,199900,197200,194900,195200,195900,195200
54296,San Diego,California,8,420900,409500,398e3,378e3,368600,355e3,348e3,333900,320700,308400,294400,299300,292e3,291300,288300,305800,321700,331200,340100,347300,345200,348100,337800,345500,346500,354e3,348400,343300,346400,347900,352200,353600,361300,360500,348600,337900,333900,341500,342800,336800,332400,327400,326800,325600,326300,329e3,327100,327800,333800,342e3,350600,353700,364200,367400,370600,370700,380400,389500,397200,402200,408600,417300,427100,430800,432600,430500,436200,435100,437100,436800,440300,441e3,441900,442600,445300,445400,449600,454800,459800,465100,464100,463600,462200,473300,483800,485500,478900,477400,480700,482100,473100,470400,474700,490900,500100,500800,491600,496700,499300,505400,501800,504e3,505900,515300,520100,523e3,526600,537800,543700,538900,532e3,537500,545700,551300,553200,553700,565300,570800,573700,569e3,572800,579300,584700,585700
38128,Dallas,Texas,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256900,257100,251200,254700,254500,258e3,254500,259300,255400,272400,277200,278700,268100,263100,267800,265400,265700,262700,262900,263600,272800,276200,279500,274100,277800,276900,278800,273800,278600,282700,288200,284e3,278500,277700,278700,283800,284300,286700,281e3,283800,281800,286900,281600,285600,279900,296800,298900,305700,294600,298100
33839,San Jose,California,10,615900,579300,563500,545800,531500,518200,496800,475200,447e3,429200,423700,414100,391800,361900,353e3,364600,394400,402200,414200,416400,433900,448500,461100,465200,463700,448200,450400,447500,455600,452700,457300,455200,451800,447900,450500,439600,427900,414200,414e3,424900,426100,431400,429200,425200,422800,421100,434e3,434300,432100,433600,437700,450200,463900,490700,506500,515e3,521e3,529500,548500,552700,555800,559200,575400,592400,598400,599300,602100,608e3,613900,619500,624600,626600,621200,623600,629900,641200,637500,644600,648700,659300,664300,67e4,680200,668800,674800,678e3,699400,706700,713200,721300,728900,733600,735400,743e3,745700,751300,750900,757700,762800,764500,766200,761600,759500,764e3,776400,785700,802800,809800,816800,809200,810300,818400,829900,837600,855500,884900,922600,969100,1002400,1045500,1064400,1071300,106e4,
25290,Jacksonville,Florida,11,170600,164300,149700,144e3,139900,14e4,136900,133500,129100,128200,126700,129500,126300,122300,111400,107200,106600,109500,110200,108500,108700,110500,109700,111500,109e3,107600,100400,97e3,96e3,91900,86600,83400,87700,93e3,93300,92e3,88600,87300,82500,82400,81900,85600,83700,85200,83300,89500,88200,91800,88300,90900,89200,88500,88200,89700,92400,91500,89500,91700,98200,105400,104400,104800,105600,108300,108100,108700,107200,106400,105800,106600,106700,106400,108400,109200,107800,106300,108400,108200,109600,110300,112300,113800,114500,112400,108400,107600,112100,117900,121200,123500,125300,126e3,120900,121100,120600,135700,134500,136600,129400,131800,13e4,128500,129800,132600,134100,134600,138500,156500,160700,160800,144e3,141600,138300,143200,142500,143100,139200,143800,151e3,164400,171200,169e3,159800,155700
20330,San Francisco,California,12,798800,776300,777500,774500,785300,792200,795100,759800,717900,704300,683500,674e3,637e3,636100,634900,666100,691600,706200,704700,707600,701e3,715200,706900,693700,671500,663900,667500,666900,681900,696400,701500,690800,688200,685600,675300,649700,639700,631700,655e3,660200,685800,696400,698600,687900,660400,654100,651600,658100,654800,659500,672700,694800,710600,731600,755700,779400,782700,785700,781500,778300,778800,785500,814300,821600,835300,849100,871400,877700,874200,868800,906200,917200,939600,905400,909400,934800,963500,986900,979400,998200,1013700,1019300,1032200,1049900,1077700,1098100,1128200,1134400,1131800,1102900,1106900,1112800,1137200,1159e3,1197600,1198300,1175800,1149400,1144500,1155800,1154e3,1158e3,1153100,1182600,1181100,1206100,1133400,1135900,1117300,1162100,1173100,1202400,1217600,1243600,1250900,1280300,1289200,,,,,,,
10221,Austin,Texas,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262400,265100,265e3,271500,274900,275900,282500,287100,286100,283300,279900,290900,295400,297700,294600,290800,293700,292e3,294500,295700,300800,304600,308300,307200,307100,306e3,313400,315500,316100,316900,320800,321e3,319600,319700,325900,330600,336500,337400,333400,331300,338200,352800,350700,353200,350500,354500,350500,341600,341800
10920,Columbus,Ohio,14,116800,112400,115700,111200,109400,103400,102400,99e3,95200,91e3,94500,93700,92400,89500,93300,98e3,103800,108500,113900,114900,116100,111500,102900,101300,102e3,104600,103900,104500,98500,87100,77500,78200,80600,88600,88600,84500,77200,77200,78100,79200,79700,87e3,87800,86e3,82400,87300,89400,86900,84100,88200,98600,103200,107900,105800,105400,101700,1e5,101e3,108900,107100,104800,98400,104300,107900,111400,113500,113e3,107500,107300,108500,114100,114e3,114700,119200,12e4,122400,118900,119500,118900,121100,121900,125700,125800,150800,148400,148400,125800,124500,124600,122500,124500,122400,123500,123500,125500,128900,131800,135800,135700,132400,132700,134700,14e4,141900,146600,161100,164600,161200,148700,145700,144900,141100,141400,142800,145300,144100,146500,,,,,,,
32811,Memphis,Tennessee,15,72800,70700,66e3,64e3,62100,61900,61500,60400,56900,53500,52900,55600,54800,52600,46500,47600,48200,55200,59400,61700,64200,64700,64e3,59300,55e3,57600,58e3,59400,54600,53200,51100,50700,55500,59700,63700,64400,61400,56200,49500,48200,49e3,50800,55400,58100,57100,58e3,57600,60300,56100,55700,53700,52600,52900,55100,58200,60900,61400,65200,68100,70600,69700,67100,64600,65600,69900,71700,72e3,71400,71100,71400,71600,76900,81400,80100,79e3,75200,85e3,84400,86e3,86500,87700,92e3,85100,86500,85e3,86300,84400,84600,83700,87900,88800,89100,87e3,85600,85600,84600,83e3,86400,89500,93e3,91100,89500,87900,88600,91800,92600,93600,92900,93900,96500,98500,98400,96700,98300,102100,103900,106800,106400,108400,105900,102200,100200,99800,103200
17933,El Paso,Texas,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126600,121e3,118900,126400,131200,134100,134300,135600,137800,132500,131800,131800,130400,130400,129200,131500,132200,130300,130300,130200,131600,130500,129100,129700,130300,129800,130700,129e3,129900,129200,129300,128800,126700,126600,127800,127800,129600,130600,130300,131e3,129700,128900,128e3,128200,131e3,133900,133500,133700,133300,130600,127800,126800,130700,136800,138400,139900,138400,139300,141800,142e3,140700,135700,133400,137300,142400,147400,146500,143200,143e3,142300,146400,147500,145800,141900
44269,Boston,Massachusetts,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401200,407e3,401800,393500,398100,396300,402200,399400,409600,417600,418500,420200,420800,421700,423100,425300,438500,442800,440600,432500,431500,444400,444900,449900,446800,449400,444800,440500,445500,446800,456500,461100,483100,487400,483700,482900,481400,490500,491800,499300,504600,503500,506800,504400,510600,509600,517900,515400,535400,541700,549100,540100,537e3,526200,528900,546700,564400,564900,562900,564100,569700,565700,562900,562600,582500,583900,599400,580100,614500,601700,621400,607900,626400
16037,Seattle,Washington,18,410100,410600,412700,411200,405900,400600,400500,400600,395500,398900,398800,396100,379400,361800,356500,358400,365900,369600,372900,376600,370400,374900,379200,386900,384500,377100,376600,371800,380700,393e3,405100,395100,382e3,377100,386100,389300,382e3,372600,363900,359300,364800,368700,377400,367900,361700,356300,359900,363800,369500,380200,388100,386100,383900,384900,390800,391600,395300,401200,399e3,403100,405700,410400,411100,406400,414100,416200,423400,422500,424900,424700,429400,428200,422300,415300,418300,426600,435100,433500,437900,441900,440800,441100,440900,447100,447200,453700,458400,467800,466300,478e3,476700,480600,483e3,502400,513e3,516e3,514900,520100,527e3,533600,531900,534300,536200,547e3,556400,560400,567e3,576900,587900,598800,603e3,612500,631400,647400,657900,655e3,654300,660100,680500,705e3,715800,717900,716100,710400
3523,Baltimore,Maryland,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65900,80300,90200,86100,81200,81100,82300,78900,78400,85300,89600,89100,106500,110500,119700,107500,104700,97300,97800,101600,102100,105300,103600,102200,94700,91900,94400,96700,103700,108400,110400,98800,96e3,96400,104800,97800,100700,102400,107100,93500,82400,78800,84400,90900,97e3,96300,97e3,94100,95400,95200,95500,97700,99e3,98400,100500,9e4,90900,91800,103300,108900,111400,112600,110600,109200,109e3,114400,114300,113500,105700,107700,108200,114100,113100,124600,125500,117800,96200,95e3,103300,107300,
11093,Denver,Colorado,20,190100,185900,178e3,169900,168300,172100,171700,169700,161400,155600,145900,144400,145800,155200,162700,173700,179200,187e3,190900,198100,201400,199200,195900,202300,200800,196700,188700,191600,201500,202900,206500,207700,208300,209200,204200,206600,200700,201600,199900,205400,206300,207700,207900,210200,211500,211700,213100,208200,209800,208300,216600,227e3,237200,244400,247300,249100,255200,253400,251500,245700,245700,251700,255700,258600,258100,261900,268300,275200,270400,259300,254300,255600,260500,257300,261800,264300,270100,269700,272400,275e3,278600,282300,287300,294700,301500,304100,304300,303700,303300,304600,306100,312100,316700,318800,327400,328700,332800,328e3,328800,330700,336800,342700,348400,348600,351900,358e3,361100,363400,359400,361e3,359600,365300,366700,378200,383300,394400,394800,397e3,400800,408e3,407600,403300,401900,405100
41568,Washington,District of Columbia,21,394600,395800,395e3,395300,399700,391200,392100,379900,381800,372300,373400,369500,369900,369900,365900,370300,363900,362900,358700,352100,353700,346400,361300,350400,343e3,333900,344200,346800,347700,362800,382300,381900,378800,386900,406200,392e3,376500,356400,358200,361600,357200,361300,365700,369400,364200,365800,370100,372500,359e3,356500,371600,384800,398900,397900,404200,408500,412600,422500,430800,444800,437500,439100,430600,432700,428900,430400,444200,444800,449400,445e3,449900,448200,451700,455300,464800,470300,476900,476e3,470600,471e3,474200,476200,478800,477700,486400,491900,498600,508800,505e3,504300,497e3,497e3,495900,498400,494900,503500,498900,502500,503100,505500,514100,518500,521800,528600,528200,532600,541900,542e3,549100,536400,533e3,528100,533500,526400,521500,515300,512700,516600,514500,524400,522800,531e3,538200,535500
6118,Nashville,Tennessee,22,147400,145800,145e3,146200,145500,146e3,141700,143500,140400,144500,142e3,144600,141200,141900,140300,140600,142e3,141600,140600,141e3,139500,141800,141e3,141200,142400,140700,141700,138600,135500,136400,135700,14e4,137300,141400,141500,138900,133400,131900,134400,136500,137100,142800,139100,137300,131800,138400,137600,139e3,135700,136400,139600,142400,144500,146100,146600,149e3,146200,152300,148400,147900,143500,150200,155500,157400,161200,162500,163900,164e3,166100,167900,168e3,172200,172500,178600,176400,177200,172100,172e3,172400,172900,174100,181e3,18e4,182800,180200,184500,185700,185600,182900,184900,186400,193300,195e3,196400,197700,198100,198800,201500,204100,208200,210700,212800,214900,220200,22e4,226500,225500,229200,226400,227900,229900,228900,229400,231e3,237400,241500,242500,246200,246700,251500,254100,260800,260700,259900
5976,Milwaukee,Wisconsin,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99200,97100,101300,102600,107400,110300,110800,112400,109400,108400,108200,114e3,115600,118900,119400,124e3,124100,125600,124100,123300,117600,118900,124700,135e3,137200,135e3,138800,138400,138800,128e3,126400
7481,Tucson,Arizona,24,197600,196600,196300,185600,180100,174300,175400,171400,168700,165400,161500,160900,156200,155300,152e3,149600,149200,148600,154e3,151500,152400,146500,149500,146e3,149300,148500,148300,141100,137400,136e3,139400,135200,132200,127100,127e3,125400,124200,123e3,121e3,117300,113200,112e3,112800,110900,113600,114400,120700,119400,122100,124200,126900,128100,126600,132300,136400,136900,135700,144200,150600,150800,143800,144200,146300,148600,148500,149700,148400,147800,149400,150500,151500,149900,154700,155400,155700,151400,151600,151500,153400,153300,153900,149300,149700,149500,156500,156600,157700,153700,154600,154500,157e3,158900,160900,162600,162300,163900,165400,167300,168100,168700,169400,171200,171700,169800,169800,168800,173500,175e3,177800,177900,179400,178900,177300,175e3,182100,180700,185100,180800,187e3,189200,192500,197500,197200,194400
13373,Portland,Oregon,25,291300,281900,280100,279300,283600,285500,280800,281200,271900,274500,270400,274900,266e3,260500,252700,250100,247500,248700,249700,253400,250700,257900,257800,263100,257600,256800,249600,249600,249400,260500,263e3,260700,254500,259100,261800,256800,246400,235700,234300,232600,241600,242800,247100,244500,249700,245e3,248800,247500,250900,246900,249700,257200,261600,263300,263900,268200,270100,268200,269500,269200,274300,276600,278e3,279900,284700,289500,293800,296800,301100,301500,294300,295600,294900,304100,300900,302200,299100,303300,306200,309100,311900,311800,314400,318e3,320600,323100,321200,323e3,327500,327500,326500,323700,325300,339100,344500,348300,344800,349e3,358900,363900,365300,365e3,366400,372300,372600,376500,379200,383300,385400,385200,391e3,388400,391400,387100,393400,395800,398400,398600,401900,419800,431e3,432e3,418100,411500
40152,Omaha,Nebraska,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132e3,131900,131400,132200,135200,134e3,133100,130400,130200,128800,128700,129200,129900,132500,133300,134900,133e3,134400,136100,137500,135800,132600,132100,133300,138200,139100,138600,136100,134400,135400,134400,134600,133e3,133600,136500,137700,138800,140100,140900,14e4,136600,136300,137200,139500,137800,138100,136500,139700,139800,140200,140800,141700,142700,142400,142100,142300,143300,144300,145500,145800,146100,148600,149300,151e3,150300,151800,152900,153400,15e4,150100,144800,148800,149300,155500,155e3,155e3,158700,159800,160300,160600,161700,162900,159400,161800,163700,167800,169900,171100,171400,170200,171400,174600,171800,172400
23429,Albuquerque,New Mexico,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175600,175400,18e4,182100,181300,181400,180700,182300,179800,181800,182500,185100,185100,187300,186700,185800,183800,183800,184500,184100,183100,181800,182800,184600,187200,187500,186700,186600,190700,191800,193600,192700,197800,198200,198400,197100,198100,195200,192500,190200,195100,195800,197700,192500,197300,196800,199100,197900,198600,199200
18203,Fresno,California,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120800,122700,125e3,126e3,124e3,123900,120700,125400,124100,130900,130300,130900,134200,135300,139200,139100,145200,148100,148300,150100,150900,156e3,158100,160700,163e3,162100,168700,171400,173100,172e3,174500,177e3,178700,174500,174500,170500,176300,178e3,180100,177300,189e3,196300,200100,191500,187800,189700,191900,196300,193700,193600,191900,195700,197100,196300,196900,197500,200400,203300,204100,206500,206700,212800,215e3,216600,220800,221600,221800,216900,219100,228100,231200,231200,232700,234400,246800,241200,241800,237800,240700,240400,238800,245300
20288,Sacramento,California,29,205800,187600,171900,164800,158500,150900,142600,136500,130500,127400,122700,118800,117100,113500,115100,116900,122300,125900,125900,127700,130400,135500,137100,139800,136500,137400,136500,137900,135800,131900,129300,129200,129e3,130400,128200,123800,117400,116800,116100,118100,115700,115700,113700,112700,118e3,120500,122800,122500,121700,122500,122e3,125400,128700,130700,134500,138100,142200,147e3,152500,158e3,159800,160900,167e3,171600,178e3,18e4,185700,185700,191700,197500,200900,198900,196100,200800,203500,206100,204400,206e3,208700,210500,212100,209700,210500,218800,221500,227200,225400,229500,228700,228800,228800,235e3,234100,240400,240600,249500,253900,254100,251600,250900,255900,259900,260100,262500,265100,267200,271100,270800,277700,276800,278500,275800,279900,280800,279500,277900,277200,286400,291400,298200,298e3,299700,299100,298100
19331,Mesa,Arizona,30,203400,201300,194700,188100,177200,170700,166600,163900,155400,146600,14e4,135800,131100,129e3,128300,125700,119800,117500,120200,126400,127900,129200,127600,128900,128200,131200,128500,127300,120500,119e3,117400,118400,114800,112400,106500,107400,107600,109e3,106400,102100,100500,98200,100800,105200,110600,112e3,113100,116100,123100,128700,132800,135100,139700,149600,150400,150200,145700,148600,150500,153800,157800,160800,163400,167900,169300,170400,167800,168800,170100,171200,172900,172800,173500,172700,172900,173e3,172400,172600,174400,175100,174700,174800,175600,178700,179100,181600,183e3,187100,185700,187200,188e3,193500,197e3,199e3,200700,200600,200900,200700,200400,200700,202700,209600,211300,212900,209500,211500,214e3,221600,225100,232100,23e4,232500,227800,230100,232900,236400,236900,238e3,24e4,242800,239600,241300,238900,240600
46298,Long Beach,California,31,441e3,435200,429900,412400,389e3,372700,353e3,340200,327700,314700,297300,287700,287300,295600,286800,296e3,307100,325900,328700,314400,315600,307200,323200,303500,308200,298800,311600,308200,304100,302800,299100,317600,323100,326e3,309300,311700,313300,317200,313800,311400,301700,291200,289200,282500,288200,283900,283900,275500,287300,292400,300700,295300,306800,310200,332200,334e3,353300,348300,358200,351500,347200,353900,363700,381500,381100,388e3,388100,401e3,405500,414e3,414200,409500,403400,407400,406500,404100,399300,398600,409900,413500,415700,409300,413600,42e4,427600,426300,432100,443500,453200,458500,448100,445200,447400,462100,466200,480800,487e3,484600,478500,467300,475900,469800,477300,473700,497800,492e3,493e3,473800,481900,485700,478900,486100,500900,515500,514400,504500,517200,513700,535200,550400,557700,530500,509100,511800
41515,Virginia Beach,Virginia,32,239e3,236800,238e3,239900,237800,238400,238e3,234400,231400,226200,229100,227e3,228800,228200,231400,230900,229200,227200,229500,229100,226400,224500,231800,233e3,231600,225e3,227200,23e4,231100,233e3,233300,232200,229800,227100,224800,221e3,213800,209900,207500,206300,204400,207200,213300,217600,216700,214400,212800,211900,212400,212500,217800,221800,223500,221500,224500,228100,228e3,220400,220600,219100,220700,218600,218800,227800,229400,232700,224500,225e3,223900,226600,226800,222100,222900,222400,228300,227700,226e3,225700,226e3,228300,229300,227500,228900,228500,230500,230100,231600,232400,233100,231e3,236400,234700,236400,234600,240900,241400,240400,238100,238200,238500,238100,240300,241600,243500,243600,243400,243100,244800,245600,246300,246400,249500,250500,248700,246400,244700,245800,241500,249100,249100,255300,251700,257500,257600
4172,Colorado Springs,Colorado,33,193700,192e3,189600,187900,192300,191100,190200,184500,184700,180700,176300,172e3,172500,171400,171200,171300,175900,185200,187500,187500,183400,185500,179400,175e3,172900,172800,173e3,171e3,178200,183700,187600,185900,184500,183200,179300,180300,175800,173200,166100,163300,169e3,170700,172400,171300,170600,171500,166100,167100,169400,177e3,179400,181200,185100,185800,183500,182100,189200,189800,187700,184300,190400,195800,194800,195800,196600,198900,199e3,196900,197600,196400,197800,192800,193400,192300,196300,198400,201200,202100,202200,202600,203e3,204900,208400,211200,210400,211300,214900,216700,215300,211100,210800,213e3,216800,219700,220200,225900,227600,229e3,225600,225e3,225700,227700,231400,235300,235500,236800,235600,238500,243400,247400,250900,248200,248900,247200,248900,254200,261200,265200,264700,267400,277200,284700,287100,283300
37211,Atlanta,Georgia,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196100,195800,196200,196700,203500,202600,207900,208e3,212e3,208500,206300,208e3,213300,219300,220800,218200,215e3,213e3,220300,223300,220700,219200,223700,235500,232500,229800,223100,
13072,Oakland,California,35,474300,447e3,396400,364500,350500,322400,291500,263300,241500,221900,200500,186e3,163700,152700,151700,162800,173900,177900,188700,208600,236100,245300,248800,232700,243e3,243e3,273e3,268300,270200,248100,242400,235500,238800,238900,238600,241900,248200,234600,241200,224500,229700,213200,214500,224300,226800,238700,245200,240500,236200,227200,239e3,25e4,263900,274900,276300,300100,313100,355e3,369200,365100,350700,351600,372700,385100,399100,407400,415800,419900,417400,420200,407700,415500,415400,422100,428900,432300,439700,443700,455300,459200,462600,459300,465900,469700,502900,526400,544800,516600,509400,516500,532100,535500,536700,555100,570700,577300,569800,559700,566400,588700,590100,580500,555700,566800,599800,609800,627800,640600,666400,667800,636400,636100,620900,622300,607700,625400,637800,667400,692800,698800,707e3,694700,713300,710500
24115,Cleveland,Ohio,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42600,42200,44800,40700,40600,39e3,41500,44500,45500,47200,48e3,50800,52200,51300,49800,51500,57100,62200,63e3,57700,55500,55800,61e3,62700,60700,58900,
5983,Minneapolis,Minnesota,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215700,222400,225500,221900,223300,226200,229800,225600,222200,220300,221100,223100,229900,232200,229400,227900,229900,230900,230200,231200,233900,232300,232e3,230900,230800,238600,243700,254500,251300,253700,247800
44055,Baton Rouge,Louisiana,38,173800,167300,162800,158200,159e3,157400,162e3,166800,172500,168700,171500,175400,179300,171400,162300,161500,162800,160700,162300,162400,169700,169300,175600,176400,180900,178100,167900,163100,159400,164700,167100,173100,180600,185600,182900,183100,178100,177900,170100,167800,162e3,158300,151100,149600,147e3,152500,158e3,164e3,158900,154700,151400,154500,159300,159500,165300,163200,169300,163200,166200,166200,171600,170300,164800,162400,160400,161900,160500,159100,156300,165100,164300,165700,160700,159900,161200,157300,155600,155500,158200,164200,164700,168300,172500,183300,177700,173800,166600,172e3,170900,168600,165700,166500,168600,17e4,170400,170300,171500,175400,175600,175700,176900,179500,185800,190300,190300,181100,173300,165e3,165500,162800,167e3,165e3,167800,168500,172100,176500,180600,184600,188700,187500,182800,178200,173300,174300
