RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06
395167,"Tucson, AZ",49,203200,200700,2e5,191800,189200,182500,182200,178400,178300,180700,176200,174900,166e3,164500,162200,159800,159600,157e3,162400,161100,163200,159400,164700,162100,161900,157300,155e3,150100,145900,145500,148300,146500,144800,141300,139900,137500,133500,132700,13e4,126900,122200,120400,121500,121700,125100,127700,132200,131100,131200,132700,135500,137e3,135300,139e3,143600,146900,148800,156300,159800,159700,153200,154900,156e3,158900,157600,158300,158100,158400,162e3,164100,165e3,162e3,162e3,161800,160900,157800,158700,158100,161200,162500,164500,163e3,162600,162300,163500,162800,164600,165e3,166e3,166400,167400,169500,169900,175800,175800,179300,176e3,178300,177200,179300,180300,183e3,181900,180700,181100,182400,184200,184200,185500,185900,188100,186200,186300,182100,189300,189500,200200,203100,208900,208100,204800,207100,206e3,203900
395169,"Tulsa, OK",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132500,132200,132200,136400,137100,136600,135900,139300,138700,140300,140500,142e3,142600,143200,148e3,147400,146e3,141300,146600,148900,154600,154700,155e3,153100,151300,151700,151e3
394619,"Fresno, CA",51,242500,234100,218800,206200,197200,188700,183700,173900,168100,158500,149e3,142900,14e4,137400,134e3,131800,138300,139e3,144700,144800,151800,150900,152e3,148300,149600,148100,150700,149700,148e3,145200,145100,144e3,143500,142500,141600,135e3,133100,130900,132e3,129e3,128500,129700,131300,133600,136200,135500,134200,135400,134700,137900,136e3,140100,140100,143100,146900,147900,148900,148400,152300,156200,157100,16e4,159400,164500,167900,172100,174600,175300,183100,183800,186100,180200,188600,187700,191800,185600,186100,185200,192600,196300,197600,191e3,198800,202200,206100,201500,203500,205400,207700,208600,208100,207500,209700,214800,215200,208700,208700,212200,218600,218700,218200,221e3,223800,226600,228300,230100,234e3,236500,240600,241e3,243800,245600,246600,245800,247900,248100,255900,251300,252e3,247700,251400,251100,252e3,256200
395238,"Worcester, MA",52,233100,229300,227500,219e3,212300,203300,200600,200600,203900,203500,201400,195100,193300,191500,193300,190600,189900,188100,191300,194400,199800,204300,200400,198600,199e3,206200,208600,206100,198e3,193500,192500,201600,203100,201800,192400,189300,185800,186600,184200,187e3,186500,187500,184100,184500,185200,187600,187300,184300,187400,186100,194800,193200,197e3,187800,182900,177400,181100,187300,192400,196e3,198900,202300,204200,203900,204400,206900,206900,204600,203700,203300,208900,208700,215400,211700,216500,211900,213800,209900,209400,208200,212300,212500,213700,211300,212800,213400,212600,215500,216200,216600,215300,217900,218900,220100,220900,222500,223100,222800,221500,219700,219900,221e3,224e3,226100,226800,228700,227400,228300,225100,225900,228100,230400,230400,231100,233700,238300,243800,249700,253e3,248500,244900,246e3,249200,252e3
394415,"Stamford, CT",53,439900,43e4,420400,395100,413200,427100,427300,415700,395400,385e3,364e3,354800,358800,359300,352400,351500,357600,376200,375100,380400,382200,392900,416e3,417700,423300,409200,405e3,397300,410500,433300,446100,431800,435700,436e3,460200,441200,438600,421800,439400,443500,428800,416600,420700,405600,385300,358400,353700,359500,372500,398e3,401600,407200,416900,422700,414300,399700,407700,414800,400300,382900,375200,388900,401100,415100,415700,413e3,403300,402100,395300,391e3,387e3,382200,376300,379400,385900,392500,393900,401300,395100,394600,388400,399400,396900,397300,387700,386e3,384400,380500,384300,376300,374300,390800,389700,391700,377e3,393600,401200,388900,371900,362100,364400,364400,372200,375400,390800,382200,391200,387100,396400,396900,392800,387200,371900,370800,379e3,389300,394600,407800,412e3,424900,414300,411800,392400,389500
394312,"Albuquerque, NM",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177e3,177300,177200,176400,176400,176700,178300,180100,177300,177700,177800,181500,180800,180400,18e4,180600,181200,185100,184900,184200,180500,182e3,183700,184500,184500,184100,185100,186900,188600,189400,185800,184500,186e3,188900,189800,189800,194e3,196800,197400,197500,198100,197300,192600,190400,192200,195500,198400,195e3,196800,194300,197900,199400,201800,201900
394308,"Albany, NY",55,180400,186100,186400,182300,178600,176400,177500,177500,179600,181900,178600,176500,176500,183500,184700,181100,175400,171900,175200,177300,179100,178400,174100,177400,178700,187e3,187100,185600,181100,178300,182100,185e3,189e3,184700,183400,181100,182100,182400,181600,181100,179300,178100,178100,181200,183400,184900,18e4,180800,183800,189e3,189800,186900,184800,182600,183600,186900,190700,191700,188200,186500,186200,192800,191600,190700,188900,191300,190400,188e3,185700,187800,191100,193100,195300,192300,189400,186700,186100,185100,184700,185100,188600,187300,186200,184100,184400,186100,189200,190300,189800,186700,187600,187800,186900,182800,182100,180900,180900,179200,181100,181600,183400,184300,185400,186e3,186500,190200,186100,187500,186400,192500,193200,194800,196300,195500,193e3,194400,202600,213e3,202300,189600,181e3,191100,192700,
394938,"Omaha, NE",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131900,132500,132800,134200,137e3,135500,134400,131e3,131800,131900,132600,132100,132600,133400,133600,134800,133800,135100,135200,136100,136100,134300,134800,134500,139e3,138700,137600,135500,135e3,136600,136400,136800,136400,137400,139200,138500,139200,139200,140600,139200,137400,137500,138600,141400,141600,141200,141300,143100,144500,144900,146700,147300,148600,147400,148200,148100,151100,152400,152900,150600,150200,152e3,152e3,153400,154600,156400,155700,154e3,152900,153100,149900,152e3,152400,156300,156400,158300,163600,163500,164400,163900,167300,167500,164e3,163800,166e3,169300,171600,171500,173500,174100,175300,177100,177300,178700
394908,"New Haven, CT",57,235600,237500,234600,225700,218600,215100,215300,214200,209400,210100,210100,206500,204600,203300,207100,200400,196800,194300,195e3,196500,199400,200700,201100,205300,211500,218100,212e3,205800,192900,192e3,190600,200700,200400,206e3,204500,208800,198e3,198200,194500,198900,194500,192e3,195500,192100,192800,186200,182e3,174400,176900,187100,190900,192400,188100,191500,19e4,188500,192300,193300,192400,188100,186600,189700,191200,192400,192400,194600,198200,199e3,197e3,193800,187200,188e3,186500,190900,187100,187e3,187700,186500,184600,182100,183700,185200,184300,178600,178800,181900,184e3,182300,179900,187300,187e3,186500,179e3,177400,181900,185500,192900,188200,191200,190200,193e3,190500,189100,190100,191500,193400,194500,193600,192400,186500,186800,190300,196300,198900,194100,196600,195700,198300,202100,203600,208800,209900,209900,208100
394357,"Bakersfield, CA",58,215100,206400,198600,186300,176100,166200,162200,158e3,152200,145300,139700,133100,124300,115300,111800,111300,114200,111900,113700,116e3,121700,122600,122200,121700,123e3,122300,125300,122200,121100,118e3,118900,118500,117700,115300,115600,114600,114500,111200,112900,112200,113900,112800,115700,116500,115400,115600,116700,115100,115200,115600,118600,118e3,117300,122300,124e3,129600,129400,133200,136700,139e3,144500,146300,151400,154700,157900,162900,165e3,165900,167700,164900,165e3,160900,165e3,165800,169200,169800,171400,173400,175700,176700,176300,175900,178900,180400,181300,181800,184100,181300,182300,180800,184300,183300,184300,187700,192900,195600,196700,193900,193500,193300,192700,192300,193500,201600,205900,210700,208100,210300,210600,214600,212900,209600,208100,206200,209600,209100,212400,211700,214e3,218200,221800,222800,222600,216100
394753,"Knoxville, TN",59,136100,136e3,133300,131700,129400,128100,128400,128400,126100,124e3,121300,127400,127100,128100,121900,121700,120500,121100,122500,125700,126e3,125600,122600,125700,125600,128900,124900,125200,123200,122600,119200,118700,118100,124300,126800,132500,133400,133300,128700,122500,121400,121400,123500,121200,119800,121500,121400,127200,124e3,128900,126300,127700,122100,118500,117e3,119700,122100,126100,124600,127400,125400,130800,130300,132900,131900,131400,132500,133100,132800,132100,127300,128300,128800,132600,133600,134700,137600,136900,135300,134e3,134200,138700,138200,146700,143600,145800,139600,140300,141600,142100,142700,143400,144400,144800,145600,149200,146800,146200,142e3,145700,145400,149500,150500,152e3,151e3,152200,153700,154900,155100,155800,155200,155600,155800,156600,157500,16e4,160600,164200,166500,178e3,180500,178300,169900,161700
394653,"Greenville, SC",60,130800,129500,125600,127400,128e3,131900,131700,129800,128e3,122700,118700,117800,122700,123e3,119700,115200,118300,122200,124900,125400,125800,122700,121500,113300,113700,118500,125700,125300,117900,112200,117100,122600,131e3,128800,122300,119200,118200,121900,120500,118800,123200,126400,130600,127200,127700,123500,131900,129700,131400,119500,119500,120500,127500,130700,136200,132700,134700,134900,147300,142e3,140500,130900,137400,138e3,138500,138200,136100,136300,135300,136100,136800,135900,134700,129300,136400,135700,140900,133200,136800,138900,143300,141100,138200,140500,145400,149e3,146900,147200,149500,152400,152500,151100,149100,153800,156200,164700,162700,165200,163600,165e3,166100,164500,164800,165300,165700,165200,166600,164300,164400,164600,165100,167300,164600,167300,167300,169300,169400,167300,171700,172800,175e3,170600,168800,168600
394952,"Ventura, CA",61,474800,456900,444800,427100,412700,396700,393500,384500,372300,357700,344100,339600,336500,337600,341500,346500,355e3,364300,376400,384300,382300,380300,376700,376700,383600,386e3,393400,383400,375300,366900,369500,371500,376400,374700,374500,368100,365200,362900,361500,355e3,354500,349100,351700,346700,349200,344600,343600,340900,350300,36e4,366200,362900,358600,360900,372700,381800,393e3,393900,396400,403e3,415900,432600,437300,440900,443400,448500,454700,457500,461e3,467600,472e3,471e3,466300,467200,470200,465200,470900,475800,483900,483500,480200,486900,488400,497900,495300,496500,497200,501900,504400,502400,504600,510600,520900,523400,526400,525800,527700,528100,528700,530400,522700,524600,521e3,532500,533800,541400,540300,547e3,555400,565900,569200,563e3,555500,551700,557e3,565200,581e3,591e3,603200,599300,601100,594e3,594900,
394318,"Allentown, PA",62,203400,197500,188600,183400,178600,176700,174100,175200,177900,178700,178300,178800,182400,180300,175800,172200,171800,169300,166800,167300,169600,171700,172700,181200,180700,180900,169300,167200,165900,164300,163e3,161400,164400,164300,162200,170500,166800,163100,151200,150600,149900,145900,145400,147e3,149e3,153200,160700,164300,161800,154200,154900,155600,156900,152900,152400,154300,154600,155300,152500,154300,153500,154500,154200,154200,154200,157200,158e3,159e3,155500,155700,157300,159800,158800,153800,154600,155200,159300,157700,159200,158700,160200,155900,155500,154200,159700,159600,160300,160100,161800,162100,160800,160200,158e3,157700,157800,163800,164500,164600,158900,159900,159500,160800,163300,163300,165e3,163e3,164e3,163100,163100,163200,162700,163100,161500,163600,163600,166400,165700,168700,173900,178400,184e3,182600,181700,176e3
394561,"El Paso, TX",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116900,124300,127200,132700,133200,135200,134600,130100,129200,129500,127100,127200,125800,128400,129300,128800,129400,128200,128e3,127300,126900,126700,126600,127e3,128e3,126100,125400,126400,127100,128200,125400,125500,125600,126200,128200,128400,127700,128200,128300,128800,128200,127700,128900,129900,13e4,130400,129900,127600,124800,126e3,129100,136900,137500,138900,135100,137100,139300,139400,137700,133700,131900,133600,137100,141600,142200,140900,140800,140400,142100,143900,142600,140500
394367,"Baton Rouge, LA",64,161300,155600,151700,150200,152300,151800,151500,152900,156700,157300,16e4,161500,162200,157900,153100,152400,153400,150400,151500,150300,157500,158700,160100,157500,155900,154200,148400,148800,147900,152200,154200,154500,160400,161e3,164500,162500,158300,155100,148800,146300,144200,145e3,143400,143500,142800,148300,150200,154e3,149100,146700,143400,147e3,153e3,153200,156100,151600,156700,153500,154600,155100,156800,157400,153100,152500,153600,153100,154e3,152800,153700,159400,158900,159100,155300,154700,155400,155600,157100,159200,160500,163e3,163800,167200,17e4,177500,171700,172e3,166500,171800,170200,167600,164800,163300,163300,164900,168100,171100,172300,172200,171700,172300,178400,180900,182200,178400,176800,171700,166500,162600,163300,162600,162900,162500,168500,171900,173900,173800,175400,178200,179100,179100,175e3,171300,167400,167100
394521,"Dayton, OH",65,108800,104700,102e3,100500,100300,1e5,95600,92700,84300,84500,89200,93800,92500,86e3,84100,87300,89600,94e3,94300,94700,94e3,96e3,101100,101400,100700,95700,97400,95300,91300,85900,81300,76500,75400,82700,95200,96600,85400,75400,76900,80800,81700,82200,82900,83500,83e3,87600,88900,88500,85800,87200,88800,89800,96800,98600,101300,97700,92200,93600,98400,100600,95e3,87800,90200,93500,95200,94300,90600,84300,79800,85700,91100,100300,100300,101300,98700,100400,103400,105200,107e3,107500,107800,107400,107e3,108900,109600,108700,109300,108600,110800,112300,115e3,115300,102900,98500,101e3,110500,112800,113200,114200,113900,108800,108600,105400,108e3,110100,115400,120600,122700,123800,120800,115200,111600,107500,110300,108900,110400,110700,116900,125100,134300,132700,131e3,125600,127600
394304,"Akron, OH",66,110700,108800,103800,105800,105e3,103500,100500,96500,93300,87600,77600,71500,66400,72600,75400,80800,86300,88400,94800,96800,105e3,106200,106700,109700,110700,115300,108700,110700,100100,102900,97e3,104300,106500,113600,103100,94100,79600,81100,86400,95200,97300,90300,85500,84600,86200,92200,93100,93500,90800,96900,101800,103500,103700,105e3,103800,102800,110600,117300,119300,111e3,108500,107200,111200,111200,113800,111300,110400,109900,110600,110300,109700,111500,112700,117400,115300,117900,115200,116600,117300,116200,119500,122100,119900,114900,110100,112e3,111900,111900,113700,115700,115500,114400,112200,115200,118600,120700,119900,117300,119100,118200,118500,117200,118800,122600,124600,125500,127500,132700,132800,133400,130100,130400,124900,124600,121200,122500,125400,135400,143400,145700,139e3,133600,129900,130500
753906,"North Port-Sarasota-Bradenton, FL",67,227600,220700,214800,209900,205300,199500,190200,177300,166200,156300,151400,145200,142600,140600,141200,143300,147e3,152300,156800,156700,156100,157100,159e3,155600,150500,151600,150600,149200,141500,140700,139100,138700,136900,139400,140800,141e3,137e3,139300,140100,141100,136300,134100,137700,138600,137900,136e3,139800,144e3,145e3,146700,148700,148700,148700,150400,152600,153500,153200,156700,155200,153500,155700,162700,169400,169100,169200,168600,17e4,172700,174400,174600,174100,174400,176e3,177e3,177200,178100,179700,181200,184900,185100,187e3,184500,185100,186800,189400,193300,197400,201800,201900,203100,203900,205900,208e3,210800,218600,219100,219400,215100,216900,217800,221900,223700,223100,223100,222400,226900,229500,233100,233400,233300,231900,232100,232900,233800,235900,242700,253500,261800,262900,262800,259600,255500,249300,243600
394798,"Little Rock, AR",68,129100,127500,127600,125600,125500,126100,123700,123600,121700,123500,125300,128300,130500,131200,131200,132e3,134e3,135e3,134500,133600,135100,133900,142300,141900,146500,136800,138700,134100,136700,136100,137200,137200,137800,139400,141600,138500,141500,142500,145100,143300,14e4,140400,136700,134600,134e3,139600,144500,146e3,146e3,144800,145200,143700,145200,144400,149900,150700,152500,147800,151e3,151e3,153300,150100,149100,148100,148200,152100,151900,149200,144200,142e3,14e4,135100,134600,136900,136700,138400,136800,139500,134300,134400,133400,136100,135e3,136600,14e4,14e4,140300,137200,138300,138600,139500,139400,139100,139400,140500,141e3,141600,139400,139300,138e3,139e3,139100,137800,139500,142400,144900,145100,143200,143400,144600,141900,142e3,140200,143300,141100,141500,144700,148e3,151300,152e3,155300,156400,154600,151200
395134,"Stockton, CA",69,,,,,,,,,,,,,,,,,,,151200,151200,157400,161600,166400,162700,161400,159500,162900,160300,159600,156500,156700,156100,156900,157400,157e3,156400,155e3,151300,149e3,148900,149300,150300,149700,146800,146200,143500,149100,150400,153100,153600,152400,152900,153900,156700,161100,165500,174800,180600,181e3,171900,175600,179700,193e3,193900,202300,204300,211600,213700,220700,225300,233200,232400,234500,233e3,237700,241600,243500,245600,245700,248900,25e4,251400,250100,252900,254300,257200,256600,262900,264400,272600,270500,269e3,267200,268200,278900,285900,289200,288600,288700,288500,288600,289700,293800,298200,302e3,306e3,308100,310700,311500,317200,321100,325400,326400,326700,325500,321300,331e3,335600,348e3,347800,356800,355300,350500,348100
394457,"Charleston, SC",70,195500,191e3,190700,189400,193600,193100,189100,187200,182100,182900,182500,186600,185400,179e3,177700,178400,180500,181100,176400,174600,169300,175300,190300,197100,196e3,192500,189200,188900,180700,183800,185800,185400,192900,192e3,191e3,186700,182200,177800,170700,169200,173800,173600,17e4,167700,172200,184500,185400,177200,167300,161300,171400,185700,201900,203700,191900,182e3,176600,186500,188e3,186700,183600,186500,190800,195100,198e3,202300,202500,202500,201100,199600,200500,199100,198500,201200,201700,202500,200700,199400,198400,197300,199700,198800,202700,206e3,211300,210200,216200,216e3,217400,213300,211400,213200,212300,217800,221300,236600,246500,248100,248800,240600,239800,228800,232900,237900,240600,241300,237600,239200,234300,231400,227200,225800,228800,228700,229500,229700,229e3,239900,247e3,261900,265200,262500,255100,245600
394484,"Colorado Springs, CO",71,194200,190900,190200,190200,195100,193500,191500,185e3,185100,181100,178600,173200,173200,170700,171100,170800,175900,183400,185e3,183300,180800,183600,182900,179500,177200,175300,174800,174400,181100,187300,189900,187300,185e3,186300,183e3,182600,177100,174500,169900,168300,171900,173500,172900,173400,173e3,175300,172100,171700,171700,175e3,178900,182300,187500,187100,186400,186300,190400,191400,189600,187500,191e3,193600,194900,195600,199100,201e3,200700,198200,198400,196700,197200,192e3,194900,194200,199400,201600,204200,205e3,206100,205300,206600,206800,214100,215500,215500,212400,216300,217500,218200,214800,215600,216900,219100,221600,224e3,227500,228200,228200,228800,229900,231e3,232800,235800,239300,240600,241800,243100,242400,245700,247300,251800,250900,250900,249800,251200,256e3,262700,267300,269600,272200,280800,286600,288700,284300
395235,"Winston-Salem, NC",72,131100,129600,126200,126800,127100,128e3,123900,123800,123600,122500,124200,123700,129900,128200,128200,124400,125600,126600,124800,124900,124600,125400,128600,128700,131200,127500,127100,124e3,120400,118600,118800,119300,121600,117600,116500,112200,119400,122300,126400,125600,124900,124900,121600,122900,122500,120700,119e3,116800,121600,119900,119600,122300,125900,127900,123100,117300,117800,115500,119300,112500,113700,118200,124100,128200,124700,126300,122400,122800,122500,122900,123100,123100,121200,121e3,121500,123900,122600,122400,123300,122800,124200,125600,131400,132400,137300,134900,134e3,128600,130400,129400,129700,128100,129300,128600,132800,133600,135500,134400,136500,138500,137200,137500,137400,138600,137800,137700,138e3,138100,140900,140600,141e3,138500,138900,139100,14e4,140600,142800,144600,145800,142900,145600,148e3,149900,146e3
395224,"Wichita, KS",73,,,,,,,,,,,,,121800,123e3,120800,123e3,122800,124700,122300,122700,120600,119400,120100,121100,125e3,124300,125100,123700,121600,123400,124200,128e3,129100,129800,128700,121200,119900,120800,123700,124800,124100,127300,127100,131300,129900,131200,123300,128200,125700,129600,124e3,126200,127300,130400,129700,132400,133400,137100,132e3,127800,124900,125700,127e3,129700,130900,134600,131500,13e4,126500,125400,128100,129700,133200,131800,130800,128500,129900,129600,130200,135e3,136500,138e3,134300,137700,138e3,139100,138700,139600,138200,137900,137900,139100,138200,138500,137400,136300,135100,137200,138800,141600,142100,143200,143600,146400,147100,149400,147800,147600,144300,143700,143300,146700,146300,150100,148800,151e3,149900,149500,148200,147200,146200,148e3,148900,153e3
395115,"Springfield, MA",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173400,175600,177600,176300,172200,169300,158e3,162300,161200,166500,166200,169100,174500,168100,170100,172100,178300,178e3,176400,178600,179700,178900,178400,178600,177900,176600,179e3,179300,179e3,176400,177100,179100,181800,182700,183900,177800,178200,174e3,178600,179100,178900,181500,185100,188500,186400,181600,181100,180700,182e3,182600,182500,181900,182200,182600,182300,181800,18e4,181100,181800,180300,180500,183e3,187200,187400,187100,188300,190100,190100,187600,182900,182700,185300,189900,190400,193300,198500,199400,200500,197700,197300,199e3,195800,199400
394440,"Fort Myers, FL",75,212e3,201400,191800,186300,179300,165e3,153700,146100,136500,122500,111100,103400,97e3,92600,86400,84200,84200,85600,88100,89200,90100,91100,91500,92700,91700,94e3,95100,95400,91500,88400,86e3,87e3,88600,91400,91e3,90700,89800,94100,98100,104800,105500,105200,101500,101600,101700,103900,107e3,110700,115300,122600,125300,127300,124300,124e3,123700,124800,129600,130800,132100,131900,133700,139400,145400,152100,151200,149200,146600,147400,149e3,15e4,151200,152600,154600,155400,157200,158900,161e3,162e3,162500,163600,166200,168300,169500,169900,172800,175800,182600,183200,184500,180200,183e3,184400,187300,189200,192e3,194500,19e4,19e4,190200,195400,196100,198e3,199100,201400,201e3,202100,205900,207800,208800,207700,208500,208500,207400,208800,211700,211100,208100,202900,208500,218300,225200,225900,221400,
394399,"Boise City, ID",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172700,171100,170900,172100,175600,177600,177900,179900,181600,182700,182800,183500,183900,184400,186400,188400,190300,190700,191700,193100,193900,195800,194800,197800,199900,203e3,202100,201500,202200,204500,206700,207800,208200,206500,208900,210800,214900,217e3,220300,225600,231900,236800,235600,234900,236800,241200,244500,246100,247900,248300
395160,"Toledo, OH",77,103900,106200,101700,96400,92e3,94200,94400,91900,84200,75e3,67600,65700,65200,67800,70700,75900,77700,77100,79700,82800,87500,86300,83400,80200,81400,82e3,83400,82400,78500,70900,64200,65900,69900,72400,71500,67400,66600,64800,66900,68500,70600,7e4,68900,67800,66500,64900,61300,61900,65100,67300,74100,79400,82300,80800,78100,8e4,81600,79300,80400,77600,82900,78400,81100,81500,85500,87900,87700,88200,93200,98200,101100,96200,90100,91400,92700,96500,97500,100500,102500,104300,104200,103100,103e3,102700,110300,109300,110300,103500,107e3,105500,106500,105500,108700,110500,110800,112600,114400,115600,114200,106900,108300,104900,110700,111200,112600,107800,109800,117500,123700,122400,117900,115600,112400,109e3,110100,114600,117500,117200,117100,118600,124800,124900,121900,112600
394816,"Madison, WI",78,203100,198600,194800,190500,195500,195800,198e3,197800,199700,202500,202100,199800,194e3,189400,187400,184200,182900,181600,184700,186600,185400,186200,184600,190200,192900,191200,186700,182600,186100,193100,199300,206200,198e3,195300,196e3,203300,200700,188800,185400,186e3,193500,192400,195800,194500,198600,197800,185700,179e3,172500,183300,189600,192e3,190700,189e3,189900,194200,193400,196100,198e3,201300,198300,203e3,203100,208500,201500,201300,197800,200700,199200,203e3,199900,198400,194200,194200,194100,195800,201300,206e3,209400,204600,204500,202700,204200,207700,211300,211200,212800,213100,217200,214900,219600,224500,228400,229500,230700,229900,230200,230600,231600,230300,228900,228400,226300,224700,225300,224900,228200,230600,236900,236e3,235e3,237600,235800,239200,236700,244400,243700,242100,240300,245800,252700,250400,249400,25e4
394766,"Lakeland, FL",79,157900,155700,154300,154900,152600,147700,137400,132600,129200,125600,119e3,110100,103600,97800,98300,98600,101100,99300,97900,96400,98100,97300,95700,93400,92300,92800,93500,94700,92400,88300,85800,84900,85e3,84200,83600,81800,81800,82800,86900,86800,85700,83900,83800,85600,86400,88200,88e3,86200,85400,85800,88700,92600,94800,93100,87600,86700,92200,99500,103200,100100,96400,99300,103100,107500,105800,107500,108600,108700,109e3,110600,112200,112600,112500,112500,113800,115200,115700,116800,116600,118600,12e4,121500,119600,115800,116800,119700,124300,124800,125500,124100,126500,127300,129300,128500,130100,133300,134400,136500,136600,138700,140100,141500,142400,143600,148500,149700,149400,147e3,149300,151900,154e3,157900,156200,153500,149800,157500,167e3,174700,181600,179400,172700,166800,167100,172400
394528,"Daytona Beach, FL",80,171200,169400,170200,166600,161900,157200,156600,153600,151400,142200,136e3,131300,128e3,126200,124300,127800,129100,129300,127600,126700,122100,122e3,118200,117100,112100,113600,112800,113700,112600,112e3,112800,111900,111900,105800,105300,103800,104200,98400,99900,101e3,104900,104900,106300,106300,104400,100800,98100,95800,100800,108e3,115500,116800,115700,113100,112400,113e3,114400,115300,116100,118700,120500,120400,120700,125600,127100,128500,129100,130500,131700,129500,130300,131100,130800,130300,129500,13e4,129900,130300,129500,130500,131e3,133500,134200,135800,136600,14e4,142e3,143700,144100,144800,146500,147900,146800,147300,148900,150600,152400,153100,157300,158300,160800,161800,163300,166400,167100,166100,163400,163100,166500,168800,170800,172500,174700,177600,181e3,183300,184300,183100,184e3,188300,191100,194e3,193400,190700
394531,"Des Moines, IA",81,144400,146600,144400,142900,139700,139400,137100,137100,134600,135700,134500,138800,138700,138200,136600,134800,134400,131900,130600,129600,130200,131400,137300,138200,139900,138e3,137300,134500,13e4,129700,131100,136100,139300,140900,140200,135500,133500,132400,129300,129400,132300,138300,138900,137600,134500,136500,139700,141200,142200,140200,142900,140900,137400,139600,141800,142700,144300,147500,151500,151100,151500,154300,153200,152900,152e3,152400,150500,149300,147100,146300,142200,143800,142400,142600,141100,144400,146500,147600,147800,148700,149800,147600,151400,151400,157300,158100,162300,16e4,159100,160400,161500,164500,167800,176e3,177400,178800,171800,171400,167900,167400,171600,170300,172800,170600,171900,174500,177200,177900,177200,175400,176900,176600,175400,175200,173700,178600,181800,193100,194900,202200,201600,201900,194600,187900
395245,"Youngstown, OH",82,71200,71e3,66200,69300,70300,70300,66500,65400,59500,61500,55e3,55900,49400,52400,57e3,61800,65400,64600,64e3,66600,67700,70400,64600,66200,63500,64800,64100,67800,67300,61100,57400,57600,59200,60800,62300,6e4,54100,55e3,59300,65300,63700,61400,58700,57900,57100,58300,60600,65e3,65800,66100,67400,7e4,74100,73100,68400,66400,67800,76100,78100,76200,72500,67300,68500,68300,73500,74200,75200,71600,70500,71200,74300,73900,74400,74700,78200,77600,77700,76900,74500,73500,73100,72900,66100,66900,68e3,75400,74300,75700,75300,77600,81100,83600,84200,83100,81900,83300,82700,84600,79100,78400,76100,77700,76900,78700,8e4,89700,87800,88500,78700,78200,80500,85600,86900,83300,79500,78400,80500,84600,89800,96500,96900,94300,89100,85100
394352,"Augusta, GA",83,118400,113300,112700,107600,106600,105700,108500,109500,106900,104400,103600,106400,109200,110100,109600,108600,104400,102400,101700,104100,106600,108900,109e3,109e3,107e3,107200,105200,101700,96700,99200,112200,119100,120600,108100,112900,110500,117200,111500,113900,109500,104300,96300,89300,87100,88300,88900,97300,95400,97300,89100,90200,89800,89800,89800,89e3,88900,95200,104500,108400,106400,96100,95e3,93800,99800,106500,106500,107e3,1e5,101200,99600,101300,100500,101700,103700,106900,108300,107600,108700,109800,110100,112600,114400,116800,110100,11e4,109400,117200,120200,123e3,123500,122600,122e3,121800,122400,141700,143200,144600,126500,123e3,122100,122100,127300,127500,130800,131200,128500,138700,140600,147800,139e3,132700,127800,124100,125600,128e3,131300,136700,137100,146200,147500,148800,144700,141700,
